url,name,description,start_date,end_date,venue_name,venue_city,venue_state,yelp_labels,yelp_scores,event_text
https://www.eventbrite.com/e/asu-chicago-alumni-chapter-founders-day-scholarship-fundraiser-tickets-1982321568173,"ASU Chicago Alumni Chapter Founder's Day Scholarship Fundraiser Tickets, Saturday, Mar 7 from 1 pm to 4 pm","Eventbrite - Alabama State University Chicago Alumni Chapter presents ASU Chicago Alumni Chapter Founder's Day Scholarship Fundraiser - Saturday, March 7, 2026 at The Renaissance Bronzeville, Chicago, IL. Find event and ticket information.",,,,,,"['Education', 'Arts & Entertainment', 'Active Life']","[0.872, 0.865, 0.863]","Categories: Education, Arts & Entertainment, Active Life"
https://www.eventbrite.com/e/pmp-certification-training-bootcamp-in-chicago-il-tickets-1758387577579,"PMP Certification & Training Bootcamp in Chicago, IL Tickets, Multiple dates","Eventbrite - iCertGlobal presents PMP Certification & Training Bootcamp in Chicago, IL - Tuesday, October 28, 2025 at 1010 Lake St, Oak Park, IL. Find event and ticket information.",,,,,,"['Education', 'Active Life', 'Event Planning & Services']","[0.833, 0.452, 0.443]","Categories: Education, Active Life, Event Planning & Services"
https://www.eventbrite.com/e/bbh-day-tickets-1982648584287,"BBH DAY Tickets, Saturday, Feb 28 at 8 pm to Sunday, Mar 1 at 1 am","Eventbrite - Julius Charles presents BBH DAY - Saturday, February 28, 2026 at Chill’s bar and grill, Chicago, IL. Find event and ticket information.",,,,,,"['Nightlife', 'Arts & Entertainment', 'Barbeque']","[0.971, 0.967, 0.933]","Categories: Nightlife, Arts & Entertainment, Barbeque"
https://www.eventbrite.com/e/the-chicago-pancakes-booze-art-show-vendorartist-reservations-tickets-1976779787558,"The Chicago Pancakes & Booze Art Show (Vendor/Artist Reservations) Tickets, Saturday, Feb 28 at 8 pm","Eventbrite - The Pancakes & Booze Art Show presents The Chicago Pancakes & Booze Art Show (Vendor/Artist Reservations) - Saturday, February 28, 2026 at Reggies, Chicago, IL. Find event and ticket information.",,,,,,"['Arts & Entertainment', 'Nightlife', 'Venues & Event Spaces']","[0.994, 0.928, 0.901]","Categories: Arts & Entertainment, Nightlife, Venues & Event Spaces"
https://www.eventbrite.com/e/tech-connect-startups-investors-professionals-networking-event-chicago-tickets-1979310352546,"Tech Connect: Startups, Investors, Professionals Networking Event Chicago Tickets, Monday, Feb 23 from 7 pm to 10 pm","Eventbrite - Business Minds Events presents Tech Connect: Startups, Investors, Professionals Networking Event Chicago - Monday, February 23, 2026 at 2959 N California Ave, Chicago, IL. Find event and ticket information.",,,,,,"['Event Planning & Services', 'Venues & Event Spaces', 'Active Life']","[0.777, 0.622, 0.508]","Categories: Event Planning & Services, Venues & Event Spaces, Active Life"
https://www.eventbrite.com/e/hands-on-arancini-tickets-1982305448960,"Hands-On: Arancini Tickets, Sunday, Mar 8 from 4 pm to 5:30 pm","Eventbrite - Eataly Chicago presents Hands-On: Arancini - Sunday, March 8, 2026 at Eataly Chicago, Chicago, IL. Find event and ticket information.",,,,,,"['Arts & Entertainment', 'Specialty Food', 'Restaurants']","[0.954, 0.926, 0.825]","Categories: Arts & Entertainment, Specialty Food, Restaurants"
https://www.eventbrite.com/e/champions-on-tap-tickets-1981546256194,"Champions on Tap Tickets, Tuesday, Mar 3 from 7 pm to 9 pm","Eventbrite - Lane Tech High School Cross Country and Track and Field Boosters presents Champions on Tap - Tuesday, March 3, 2026 at The Reveler, Chicago, IL. Find event and ticket information.",,,,,,"['Sports Clubs', 'Nightlife', 'Arts & Entertainment']","[0.969, 0.957, 0.926]","Categories: Sports Clubs, Nightlife, Arts & Entertainment"
https://www.eventbrite.com/e/intelligent-singles-mixer-in-chicago-tickets-1981242042282,"Intelligent  Singles Mixer in Chicago! Tickets, Wednesday, Feb 25 from 7 pm to 10 pm","Eventbrite - Intelligent Singles Network presents Intelligent  Singles Mixer in Chicago! - Wednesday, February 25, 2026 at The 101, Chicago, IL. Find event and ticket information.",,,,,,"['Nightlife', 'Venues & Event Spaces', 'Arts & Entertainment']","[0.873, 0.849, 0.807]","Categories: Nightlife, Venues & Event Spaces, Arts & Entertainment"
https://www.eventbrite.com/e/a-guided-coffee-tasting-by-experimental-coffee-company-tickets-1976987364426,"A guided coffee tasting by Experimental Coffee Company Tickets, Friday, Feb 27 from 12 pm to 1 pm","Eventbrite - Sip Society presents A guided coffee tasting by Experimental Coffee Company - Friday, February 27, 2026 at 1806 W Cuyler Ave, Chicago, IL. Find event and ticket information.",,,,,,"['Arts & Entertainment', 'Event Planning & Services', 'Venues & Event Spaces']","[0.821, 0.779, 0.695]","Categories: Arts & Entertainment, Event Planning & Services, Venues & Event Spaces"
https://www.eventbrite.com/e/dnd-tuesdays-are-for-drake-tickets-1134900711579,"DND - Tuesdays Are For Drake Tickets, Multiple dates","Eventbrite - DND Tuesdays presents DND - Tuesdays Are For Drake - Tuesday, January 7, 2025 at Bar Tabu, Chicago, IL. Find event and ticket information.",,,,,,"['Bars', 'Event Planning & Services', 'Nightlife']","[0.978, 0.923, 0.899]","Categories: Bars, Event Planning & Services, Nightlife"
https://www.eventbrite.com/e/capm-certification-4-days-classroom-training-in-chicago-il-tickets-568245245827,"CAPM Certification 4 Days Classroom Training in Chicago, IL Tickets, Tuesday, Feb 24 at 9 am to Friday, Feb 27 at 5 pm","Eventbrite - Simplykart Inc presents CAPM Certification 4 Days Classroom Training in Chicago, IL - Tuesday, February 24, 2026 at Chicago, IL, Chicago, IL, IL. Find event and ticket information.",,,,,,"['Education', 'Active Life', 'Event Planning & Services']","[0.793, 0.713, 0.514]","Categories: Education, Active Life, Event Planning & Services"
https://www.eventbrite.com/e/invictus-40-tickets-1980275447170,"INVICTUS 4.0 Tickets, Saturday, Mar 7 at 9 pm to Sunday, Mar 8 at 1 am","Eventbrite - DJ TYN MAN presents INVICTUS 4.0 - Saturday, March 7, 2026 at 2448 W Devon Ave, Chicago, IL. Find event and ticket information.",,,,,,"['Nightlife', 'Arts & Entertainment', 'Event Planning & Services']","[0.968, 0.967, 0.864]","Categories: Nightlife, Arts & Entertainment, Event Planning & Services"
https://www.eventbrite.com/e/matcha-the-masterclass-tickets-1843584604179,"Matcha! The masterclass. Tickets, Saturday, Feb 28 from 11 am to 1 pm","Eventbrite - Sip Society presents Matcha! The masterclass. - Saturday, February 28, 2026 at 1806 W Cuyler Ave, Chicago, IL. Find event and ticket information.",,,,,,"['Arts & Entertainment', 'Specialty Food', 'Event Planning & Services']","[0.931, 0.909, 0.808]","Categories: Arts & Entertainment, Specialty Food, Event Planning & Services"
https://www.eventbrite.com/e/fridayz-masada-afrobeats-amapiano-dancehall-rnb-tickets-1979284462107,"FRIDAYZ @ MASADA: Afrobeats, Amapiano, Dancehall, RnB Tickets, Friday, Feb 27 at 9:30 pm to Saturday, Feb 28 at 2 am","Eventbrite - ChicAfrik & F.A Events presents FRIDAYZ @ MASADA: Afrobeats, Amapiano, Dancehall, RnB - Friday, February 27, 2026 at Masada, Chicago, IL. Find event and ticket information.",,,,,,"['Performing Arts', 'Nightlife', 'Arts & Entertainment']","[0.97, 0.969, 0.962]","Categories: Performing Arts, Nightlife, Arts & Entertainment"
https://www.eventbrite.com/e/cross-boarder-wealth-and-tax-optimization-navigate-the-hidden-traps-tickets-1982546166954,"Cross  Boarder Wealth and Tax Optimization: Navigate the Hidden Traps Tickets, Thursday, Mar 5 from 5:30 pm to 7:30 pm","Eventbrite - French-American Chamber of Commerce Chicago presents Cross  Boarder Wealth and Tax Optimization: Navigate the Hidden Traps - Thursday, March 5, 2026 at Lycée Français de Chicago, Chicago, IL. Find event and ticket information.",,,,,,"['Event Planning & Services', 'Venues & Event Spaces', 'Education']","[0.804, 0.757, 0.749]","Categories: Event Planning & Services, Venues & Event Spaces, Education"
https://www.eventbrite.com/e/all-aboard-w-dom-brown-virago-heat-sync-djs-tickets-1981595563674,"All ABOARD!! w/ DOM BROWN | VIRAGO | HEAT SYNC DJS Tickets, Saturday, Feb 28 at 9 pm to Sunday, Mar 1 at 2 am","Eventbrite - Tyso LLC presents All ABOARD!! w/ DOM BROWN | VIRAGO | HEAT SYNC DJS - Saturday, February 28, 2026 at 768 N Milwaukee Ave, Chicago, IL. Find event and ticket information.",,,,,,"['Arts & Entertainment', 'Event Planning & Services', 'Nightlife']","[0.982, 0.97, 0.961]","Categories: Arts & Entertainment, Event Planning & Services, Nightlife"
https://www.eventbrite.com/e/learn-to-make-chainmaille-with-emilia-tickets-1982594765313,"Learn to Make Chainmaille with Emilia Tickets, Friday, Mar 6 from 6 pm to 9 pm","Eventbrite - Hey, I Thought Of You presents Learn to Make Chainmaille with Emilia - Friday, March 6, 2026 at Hey, I Thought Of You, Chicago, IL. Find event and ticket information.",,,,,,"['Arts & Entertainment', 'Event Planning & Services', 'Education']","[0.956, 0.889, 0.84]","Categories: Arts & Entertainment, Event Planning & Services, Education"
https://www.eventbrite.com/e/wind-ensemble-tickets-1980577904829,Wind Ensemble,"Mar 3, 2026

L280 - UIC Theatre
1044 W Harrison St. Chicago, IL 60607",2026-03-03T19:30:00-06:00,,UIC Theatre,Chicago,IL,"['Performing Arts', 'Music Venues', 'Theaters']","[0.943, 0.767, 0.469]","Categories: Performing Arts, Music Venues, Theaters"
https://www.eventbrite.com/e/jazz-combos-tickets-1982710362066,Jazz Combos,"Feb 23, 2026

L285 - Recital Hall
1040 W Harrison St. Chicago, IL 60607

Directed by Michael Stryker and Marques Carroll",2026-02-23T19:30:00-06:00,,UIC Recital Hall (L285),Chicago,IL,"['Performing Arts', 'Music Venues']","[0.959, 0.772]","Categories: Performing Arts, Music Venues"
https://www.eventbrite.com/e/beaded-fish-keychains-tickets-1982848331737,"Beaded Fish Keychains Tickets, Sunday, Mar 8 from 1 pm to 3 pm","Eventbrite - Lot'sa presents Beaded Fish Keychains - Sunday, March 8, 2026 at Lot'sa, Chicago, IL. Find event and ticket information.",,,,,,"['Arts & Entertainment', 'Event Planning & Services', 'Venues & Event Spaces']","[0.97, 0.943, 0.779]","Categories: Arts & Entertainment, Event Planning & Services, Venues & Event Spaces"
https://www.eventbrite.com/e/chocolate-dessert-boards-w-babs-tickets-1982357209778,"Chocolate Dessert Boards w/ Babs Tickets, Tuesday, Mar 3 from 6 pm to 8 pm","Eventbrite - Babs presents Chocolate Dessert Boards w/ Babs - Tuesday, March 3, 2026 at Hotel Chocolat, Chicago, IL. Find event and ticket information.",,,,,,"['Arts & Entertainment', 'Event Planning & Services', 'Specialty Food']","[0.946, 0.899, 0.873]","Categories: Arts & Entertainment, Event Planning & Services, Specialty Food"
https://www.eventbrite.com/e/doom-yoga-tickets-1982233065459,"Doom Yoga Tickets, Friday, Feb 27 from 6:30 pm to 8 pm","Eventbrite - Lauren Oberlin presents Doom Yoga - Friday, February 27, 2026 at Wildlight Yoga, Chicago, IL. Find event and ticket information.",,,,,,"['Yoga', 'Arts & Entertainment', 'Event Planning & Services']","[0.99, 0.956, 0.877]","Categories: Yoga, Arts & Entertainment, Event Planning & Services"
https://www.eventbrite.com/e/byob-paint-sip-forest-sunset-tickets-1979573631019,"BYOB Paint & Sip: Forest Sunset Tickets, Friday, Feb 27 from 7:30 pm to 9:30 pm","Eventbrite - Lux Accents presents BYOB Paint & Sip: Forest Sunset - Friday, February 27, 2026 at Lux Accents Studios, Chicago, IL. Find event and ticket information.",,,,,,"['Arts & Entertainment', 'Event Planning & Services', 'Nightlife']","[0.975, 0.949, 0.926]","Categories: Arts & Entertainment, Event Planning & Services, Nightlife"
https://www.eventbrite.com/e/sake-to-me-sake-saturday-and-comedy-tickets-1979661184895,"Sake to Me! Sake Saturday and Comedy Tickets, Saturday, Feb 28 from 7 pm to 9 pm","Eventbrite - Sake to Me! Sake Saturday and Comedy - Saturday, February 28, 2026 at Konbini & Kanpai Wrigleyville, Chicago, IL. Find event and ticket information.",,,,,,"['Arts & Entertainment', 'Venues & Event Spaces', 'Nightlife']","[0.977, 0.937, 0.935]","Categories: Arts & Entertainment, Venues & Event Spaces, Nightlife"
https://www.eventbrite.com/e/the-m-factor-2-before-the-pause-perimenopause-tickets-1979936968772,"The M Factor 2: Before the Pause | Perimenopause Tickets, Thursday, Feb 26 from 6 pm to 9 pm","Eventbrite - Midlife Upgrade presents The M Factor 2: Before the Pause | Perimenopause - Thursday, February 26, 2026 at The Arts Club of Chicago, Chicago, IL. Find event and ticket information.",,,,,,"['Performing Arts', 'Arts & Entertainment', 'Event Planning & Services']","[0.981, 0.978, 0.909]","Categories: Performing Arts, Arts & Entertainment, Event Planning & Services"
https://www.eventbrite.com/e/lincoln-park-wine-and-tequila-sample-tasting-tickets-1982321502978,"Lincoln Park Wine and Tequila  Sample Tasting Tickets, Friday, Feb 27 from 5 pm to 8 pm","Eventbrite - Londonberry Media presents Lincoln Park Wine and Tequila  Sample Tasting - Friday, February 27, 2026 at Lincoln Park Wine and Spirits Shop, Chicago, IL. Find event and ticket information.",,,,,,"['Wine & Spirits', 'Nightlife', 'Arts & Entertainment']","[0.983, 0.896, 0.836]","Categories: Wine & Spirits, Nightlife, Arts & Entertainment"
https://www.eventbrite.com/e/bark-for-the-park-tickets-1982603727118,"Bark For the Park Tickets, Saturday, Mar 7 from 5:30 pm to 7:30 pm","Eventbrite - Lakeview Dog Park presents Bark For the Park - Saturday, March 7, 2026 at Sit Social, Chicago, IL. Find event and ticket information.",,,,,,"['Venues & Event Spaces', 'Arts & Entertainment', 'Event Planning & Services']","[0.918, 0.903, 0.89]","Categories: Venues & Event Spaces, Arts & Entertainment, Event Planning & Services"
https://www.eventbrite.com/e/chicago-tech-mixer-2026-tickets-1981960425987,"Chicago Tech Mixer 2026 Tickets, Thursday, Feb 26 from 6 pm to 9 pm","Eventbrite - tech Chicago presents Chicago Tech Mixer 2026 - Thursday, February 26, 2026 at Arlo Chicago (Formerly Hotel Julian), Chicago, IL. Find event and ticket information.",,,,,,"['Venues & Event Spaces', 'Event Planning & Services', 'Arts & Entertainment']","[0.924, 0.921, 0.787]","Categories: Venues & Event Spaces, Event Planning & Services, Arts & Entertainment"
https://www.eventbrite.com/e/healthcare-and-business-networking-elevating-your-potential-lincoln-park-tickets-1852750760399,"Healthcare and Business Networking | Elevating Your Potential -Lincoln Park Tickets, Wednesday, Mar 4 from 6 pm to 8 pm","Eventbrite - Strive Networking presents Healthcare and Business Networking | Elevating Your Potential -Lincoln Park - Wednesday, March 4, 2026 at Parlay Lincoln Park, Chicago, IL. Find event and ticket information.",,,,,,"['Venues & Event Spaces', 'Active Life', 'Event Planning & Services']","[0.874, 0.682, 0.546]","Categories: Venues & Event Spaces, Active Life, Event Planning & Services"
https://www.eventbrite.com/e/rest-as-release-dj-set-jusbe-house-collective-dance-party-for-sudan-tickets-1980023303000,"REST AS RELEASE: DJ Set — Jus.Be House Collective Dance Party  for Sudan Tickets, Saturday, Feb 28 from 8 pm to 11 pm","Eventbrite - NeuroBloom Mental Health Collective presents REST AS RELEASE: DJ Set — Jus.Be House Collective Dance Party  for Sudan - Saturday, February 28, 2026 at 2464 N Clybourn Ave, Chicago, IL. Find event and ticket information.",,,,,,"['Arts & Entertainment', 'Performing Arts', 'Event Planning & Services']","[0.953, 0.908, 0.895]","Categories: Arts & Entertainment, Performing Arts, Event Planning & Services"
https://www.eventbrite.com/e/iabc-chicago-coffee-chats-chicago-location-tickets-1982412439973,"IABC Chicago Coffee Chats | Chicago location Tickets, Thursday, Feb 26 from 8 am to 9 am","Eventbrite - IABC Chicago presents IABC Chicago Coffee Chats | Chicago location - Thursday, February 26, 2026 at Milli by Metric, Chicago, IL. Find event and ticket information.",,,,,,"['Event Planning & Services', 'Arts & Entertainment', 'Venues & Event Spaces']","[0.848, 0.835, 0.829]","Categories: Event Planning & Services, Arts & Entertainment, Venues & Event Spaces"
https://www.eventbrite.sg/e/essential-canva-skills-for-social-media-design-1-day-course-chicago-il-tickets-1975402667555,"Essential Canva Skills for Social Media Design – 1 Day Course, Chicago, IL Tickets, Multiple dates","Eventbrite - Mangates presents Essential Canva Skills for Social Media Design – 1 Day Course, Chicago, IL - Thursday, December 11, 2025 at regus IL, Chicago - 111 W. Jackson, Chicago, IL. Find event and ticket information.",,,,,,"['Education', 'Event Planning & Services', 'Venues & Event Spaces']","[0.836, 0.616, 0.511]","Categories: Education, Event Planning & Services, Venues & Event Spaces"
https://www.eventbrite.com/e/sounds-like-a-plan-music-themed-game-show-tickets-1975039555477,Sounds Like a Plan! Music-Themed Game Show,"A hilarious game show featuring all things music, where comedians face off in devious challenges and YOU can compete for cute prizes!",2026-03-06T19:00:00-06:00,2026-03-06T21:00:00-06:00,The Newport Theater,Chicago,IL,['Kids Activities'],[0.327],Categories: Kids Activities
https://www.eventbrite.com/e/guided-psychedelic-breath-experience-with-breath-of-shafi-tickets-1982908573923,"Guided Psychedelic Breath® Experience with Breath of Shafi Tickets, Thursday, Mar 5 from 6:30 pm to 8:30 pm","Eventbrite - Sergey Shafran presents Guided Psychedelic Breath® Experience with Breath of Shafi - Thursday, March 5, 2026 at Wildlight Yoga, Chicago, IL. Find event and ticket information.",,,,,,"['Arts & Entertainment', 'Yoga', 'Event Planning & Services']","[0.938, 0.906, 0.834]","Categories: Arts & Entertainment, Yoga, Event Planning & Services"
https://www.eventbrite.com/e/women-in-dance-festival-tickets-1982235372359,Women In Dance festival,"Join us for an unforgettable evening celebrating Women’s History Month through movement, storytelling, and community.",2026-03-07T18:30:00-06:00,2026-03-07T20:30:00-06:00,Chicago Danztheatre Ensemble,Chicago,IL,"['Arts & Entertainment', 'Performing Arts']","[0.951, 0.782]","Categories: Arts & Entertainment, Performing Arts"
https://www.eventbrite.ca/e/bridgerton-trivia-night-snakes-lattes-chicago-tickets-1982967762959,"Bridgerton Trivia Night - Snakes & Lattes Chicago Tickets, Tuesday, Mar 3 from 7 pm to 8 pm","Eventbrite - Snakes & Lattes presents Bridgerton Trivia Night - Snakes & Lattes Chicago - Tuesday, March 3, 2026 at Snakes & Lattes Chicago, Chicago, IL. Find event and ticket information.",,,,,,"['Arts & Entertainment', 'Event Planning & Services', 'Venues & Event Spaces']","[0.914, 0.9, 0.882]","Categories: Arts & Entertainment, Event Planning & Services, Venues & Event Spaces"
https://www.eventbrite.com/e/iftar-at-dic-tickets-1980673685311,"Iftar at DIC Tickets, Multiple dates","Eventbrite - Downtown Islamic Center presents Iftar at DIC - Wednesday, February 18, 2026 at Downtown Islamic Center, Chicago, IL. Find event and ticket information.",,,,,,"['Event Planning & Services', 'Venues & Event Spaces', 'Education']","[0.765, 0.611, 0.372]","Categories: Event Planning & Services, Venues & Event Spaces, Education"
https://www.eventbrite.com/e/pilsen-stand-up-presents-comedy-showcase-tickets-1981943940679,Pilsen Stand-Up presents:  Comedy Showcase,Gentrify this!,2026-02-26T20:30:00-06:00,2026-02-26T23:30:00-06:00,Simone's,Chicago,IL,"['Arts & Entertainment', 'Performing Arts']","[0.946, 0.942]","Categories: Arts & Entertainment, Performing Arts"
https://www.eventbrite.com/e/hands-on-focaccia-tickets-1982296605509,"Hands-On: Focaccia Tickets, Tuesday, Mar 3 from 6 pm to 7:30 pm","Eventbrite - Eataly Chicago presents Hands-On: Focaccia - Tuesday, March 3, 2026 at Eataly Chicago, Chicago, IL. Find event and ticket information.",,,,,,"['Specialty Food', 'Arts & Entertainment', 'Event Planning & Services']","[0.955, 0.951, 0.852]","Categories: Specialty Food, Arts & Entertainment, Event Planning & Services"
https://www.eventbrite.com/e/chicagoeverything-eyebrowtm-certification-8-methods-school-of-glamology-tickets-1407854914949,"Chicago|EVERYTHING EYEBROW™ Certification| 8 Methods | School of Glamology Tickets, Multiple dates","Eventbrite - School of Glamology (Delk Rd) presents Chicago|EVERYTHING EYEBROW™ Certification| 8 Methods | School of Glamology - Saturday, July 26, 2025 at Roosevelt Road, Chicago, IL. Find event and ticket information.",,,,,,"['Event Planning & Services', 'Education', 'Arts & Entertainment']","[0.924, 0.658, 0.472]","Categories: Event Planning & Services, Education, Arts & Entertainment"
https://www.eventbrite.sg/e/health-level-seven-fhir-1-day-basic-to-intermediate-course-chicago-il-tickets-1977687103364,"Health Level Seven FHIR: 1 Day Basic to Intermediate Course, Chicago, IL Tickets, Multiple dates","Eventbrite - Mangates presents Health Level Seven FHIR: 1 Day Basic to Intermediate Course, Chicago, IL - Friday, January 16, 2026 at regus IL, Chicago - 111 W. Jackson, Chicago, IL. Find event and ticket information.",,,,,,"['Event Planning & Services', 'Education', 'Active Life']","[0.954, 0.795, 0.787]","Categories: Event Planning & Services, Education, Active Life"
https://www.eventbrite.com/e/dueling-piano-charity-event-howl2go-at-budweiser-brickhouse-tavern-tickets-1968268156039,"Dueling Piano Charity Event (Howl2GO) at Budweiser Brickhouse Tavern Tickets, Saturday, Feb 28 from 8 pm to 11 pm","Eventbrite - Four Corners presents Dueling Piano Charity Event (Howl2GO) at Budweiser Brickhouse Tavern - Saturday, February 28, 2026 at Budweiser Brickhouse Tavern, Chicago, IL. Find event and ticket information.",,,,,,"['Performing Arts', 'Arts & Entertainment', 'Nightlife']","[0.989, 0.97, 0.945]","Categories: Performing Arts, Arts & Entertainment, Nightlife"
https://www.eventbrite.com/e/saturday-nights-at-renaissance-rb-party-tickets-1633074432589,"Saturday Nights at Renaissance R&B Party Tickets, Multiple dates","Eventbrite - Joe Global Entertainment presents Saturday Nights at Renaissance R&B Party - Saturday, August 30, 2025 at The Renaissance Bronzville, Chicago, IL. Find event and ticket information.",,,,,,"['Performing Arts', 'Arts & Entertainment', 'Music Venues']","[0.978, 0.97, 0.893]","Categories: Performing Arts, Arts & Entertainment, Music Venues"
https://www.eventbrite.com/e/speed-friending-tickets-1981470116458,"Speed Friending Tickets, Wednesday, Feb 25 from 6 pm to 8:30 pm","Eventbrite - Chi City Craft Club presents Speed Friending - Wednesday, February 25, 2026 at Felix: Modern American Dining, Chicago, IL. Find event and ticket information.",,,,,,"['Arts & Entertainment', 'Venues & Event Spaces', 'Event Planning & Services']","[0.961, 0.855, 0.794]","Categories: Arts & Entertainment, Venues & Event Spaces, Event Planning & Services"
https://www.eventbrite.com/e/312-all-star-basketball-tournament-2026-tickets-1980837802189,"312 All Star Basketball Tournament 2026 Tickets, Saturday, Mar 7 from 4 pm to 8:30 pm","Eventbrite - CHICAGO CULTURAL ARTS ORGANIZATION presents 312 All Star Basketball Tournament 2026 - Saturday, March 7, 2026 at Ogden (William) Park, Chicago, IL. Find event and ticket information.",,,,,,"['Arts & Entertainment', 'Performing Arts', 'Event Planning & Services']","[0.994, 0.829, 0.807]","Categories: Arts & Entertainment, Performing Arts, Event Planning & Services"
https://www.eventbrite.com/e/pmp-certification-4-days-classroom-training-in-chicago-il-tickets-597564309937,"PMP Certification 4 Days Classroom Training in Chicago, IL Tickets, Tuesday, Feb 24 at 9 am to Friday, Feb 27 at 5 pm","Eventbrite - Simplykart Inc presents PMP Certification 4 Days Classroom Training in Chicago, IL - Tuesday, February 24, 2026 at Chicago, IL, Chicago, IL, IL. Find event and ticket information.",,,,,,"['Education', 'Active Life', 'Event Planning & Services']","[0.851, 0.66, 0.618]","Categories: Education, Active Life, Event Planning & Services"
https://www.eventbrite.com/e/latte-art-for-beginners-tickets-1980323859974,"Latte art for beginners! Tickets, Saturday, Mar 7 from 11 am to 1 pm","Eventbrite - Sip Society presents Latte art for beginners! - Saturday, March 7, 2026 at Sip Society Coffee Education Center, Chicago, IL. Find event and ticket information.",,,,,,"['Education', 'Arts & Entertainment', 'Event Planning & Services']","[0.951, 0.941, 0.756]","Categories: Education, Arts & Entertainment, Event Planning & Services"
https://www.eventbrite.com/e/chicago-bar-crawl-in-wrigleyville-great-for-bday-bachelorette-parties-tickets-1685511473189,"Chicago Bar Crawl in Wrigleyville | Great for Bday & Bachelor(ette) Parties Tickets, Multiple dates","Eventbrite - ChicagoCrawls.com presents Chicago Bar Crawl in Wrigleyville | Great for Bday & Bachelor(ette) Parties - Saturday, January 10, 2026 at Wrigleyville's BEST Bars TBA (Check your email before the crawl for full schedule!), Chicago, IL. Find event and ticket information.",,,,,,"['Bars', 'Venues & Event Spaces', 'Nightlife']","[0.975, 0.915, 0.911]","Categories: Bars, Venues & Event Spaces, Nightlife"
https://www.eventbrite.com/e/deep-dish-pizza-classes-with-pizzeria-uno-tickets-935735458947,"Deep Dish Pizza Classes with Pizzeria UNO Tickets, Multiple dates","Eventbrite - Pizzeria UNO presents Deep Dish Pizza Classes with Pizzeria UNO - Saturday, July 13, 2024 at Pizzeria Uno, Chicago, IL. Find event and ticket information.",,,,,,"['Specialty Food', 'Event Planning & Services', 'Restaurants']","[0.946, 0.804, 0.78]","Categories: Specialty Food, Event Planning & Services, Restaurants"
https://www.eventbrite.com/e/winter-blues-bottles-pilates-social-wine-down-experience-tickets-1978986126778,"Winter Blues & Bottles: Pilates Social + Wine Down Experience Tickets, Saturday, Feb 28 from 6 pm to 9:30 pm","Eventbrite - BJM Inc presents Winter Blues & Bottles: Pilates Social + Wine Down Experience - Saturday, February 28, 2026 at 324 S Leavitt St, Chicago, IL. Find event and ticket information.",,,,,,"['Arts & Entertainment', 'Event Planning & Services', 'Venues & Event Spaces']","[0.969, 0.956, 0.9]","Categories: Arts & Entertainment, Event Planning & Services, Venues & Event Spaces"
https://www.eventbrite.com/e/mean-girls-bottomless-drag-brunch-tickets-1981079371730,"Mean Girls Bottomless Drag Brunch Tickets, Saturday, Feb 28 to Sunday, Mar 1","Eventbrite - Lark Restaurant & Bar presents Mean Girls Bottomless Drag Brunch - Saturday, February 28, 2026 at Lark, Chicago, IL. Find event and ticket information.",,,,,,"['Restaurants', 'Arts & Entertainment', 'Bars']","[0.985, 0.962, 0.96]","Categories: Restaurants, Arts & Entertainment, Bars"
https://www.eventbrite.com/e/hands-on-tiramisu-tickets-1982290201354,"Hands-On: Tiramisù Tickets, Sunday, Mar 1 from 4 pm to 5 pm","Eventbrite - Eataly Chicago presents Hands-On: Tiramisù - Sunday, March 1, 2026 at Eataly Chicago, Chicago, IL. Find event and ticket information.",,,,,,"['Arts & Entertainment', 'Specialty Food', 'Event Planning & Services']","[0.952, 0.868, 0.864]","Categories: Arts & Entertainment, Specialty Food, Event Planning & Services"
https://www.eventbrite.com/e/american-dreamin-party-with-live-djs-tickets-1979808552676,"American Dreamin Party with Live Dj’s Tickets, Saturday, Feb 28 at 8 pm to Sunday, Mar 1 at 1 am","Eventbrite - Jennifernashae presents American Dreamin Party with Live Dj’s - Saturday, February 28, 2026 at Rebar, Chicago, IL. Find event and ticket information.",,,,,,"['Bars', 'Arts & Entertainment', 'Nightlife']","[0.964, 0.961, 0.937]","Categories: Bars, Arts & Entertainment, Nightlife"
https://www.eventbrite.com/e/next-stop-spain-with-the-botanist-gin-tickets-1982399026854,"Next Stop, Spain! with The Botanist Gin Tickets, Tuesday, Feb 24 from 6 pm to 8:30 pm","Eventbrite - Bonhomme Hospitality Group presents Next Stop, Spain! with The Botanist Gin - Tuesday, February 24, 2026 at Mama Delia, Chicago, IL. Find event and ticket information.",,,,,,"['Arts & Entertainment', 'Event Planning & Services', 'Wine & Spirits']","[0.95, 0.933, 0.922]","Categories: Arts & Entertainment, Event Planning & Services, Wine & Spirits"
https://www.eventbrite.com/e/akwaaba-friday-masada-afrobeats-amapiano-dancehall-rnb-tickets-1979893339275,"AKWAABA FRIDAY @ MASADA: Afrobeats, Amapiano, Dancehall, RnB Tickets, Friday, Mar 6 at 9:30 pm to Saturday, Mar 7 at 2 am","Eventbrite - ChicAfrik & F.A Events presents AKWAABA FRIDAY @ MASADA: Afrobeats, Amapiano, Dancehall, RnB - Friday, March 6, 2026 at Masada, Chicago, IL. Find event and ticket information.",,,,,,"['Arts & Entertainment', 'Performing Arts', 'Nightlife']","[0.963, 0.949, 0.942]","Categories: Arts & Entertainment, Performing Arts, Nightlife"
